RACE,NAME,"PARTY (1=REP, 2=DEM)",VOTES,PERCENT,YEAR,Precincts,PrecinctsReporting,Alabama Ranking,Alaska Caucus Ranking,Arizona Ranking,Arkansas Ranking,Colorado Ranking,District of Columbia Ranking,Florida Ranking,Georgia Ranking,Hawaii Ranking,Idaho Ranking,Illinois Ranking,Lowa Ranking,Kansas Ranking,Kentury Ranking,Louisiana Ranking,Maine Ranking,Massachusetts Ranking,Michigan Ranking,Minnesota Ranking,Mississipi Ranking,Missouri Ranking,Nebraska Ranking,Nevada Ranking,New Hampshire Ranking,New York Ranking,North Carolina Ranking,Ohio Ranking,Oklahoma Ranking,South Carolina Ranking,Tennesse Ranking,Texas Ranking,Utah Ranking,Vermont Ranking,Virginia Ranking,Washington Ranking,Wisconsin Ranking,Wyoming Ranking
President/Vice-President,Jeb Bush,1,35420.00,0.0125,2016,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President/Vice-President,Ben Carson,1,117969.00,0.0416,2016,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President/Vice-President,Chris Christie,1,3448.00,0.0012,2016,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President/Vice-President,Ted Cruz,1,1241118.00,0.4376,2016,14,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
President/Vice-President,Carly Fiorina,1,3247.00,0.0011,2016,173,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President/Vice-President,Lindsey Graham,1,1706.00,0.0006,2016,577,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President/Vice-President,Elizabeth Gray,1,5449.00,0.0019,2016,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President/Vice-President,Mike Huckabee,1,6226.00,0.0022,2016,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President/Vice-President,John R. Kasich,1,120473.00,0.0425,2016,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
President/Vice-President,Rand Paul,1,8000.00,0.0028,2016,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President/Vice-President,Marco Rubio,1,503055.00,0.1774,2016,60,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President/Vice-President,Rick Santorum,1,2006.00,0.0007,2016,22,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President/Vice-President,Donald J. Trump,1,758762.00,0.2675,2016,766,766,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
President/Vice-President,Uncommitted,1,29609.00,0.0104,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 14",Jeb Bush,1,857.00,0.0108,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 14",Ben Carson,1,2662.00,0.0337,2016,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 14",Chris Christie,1,80.00,0.001,2016,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 14",Ted Cruz,1,37098.00,0.4694,2016,23,23,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 14",Carly Fiorina,1,89.00,0.0011,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 14",Lindsey Graham,1,34.00,0.0004,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 14",Elizabeth Gray,1,20.00,0.0003,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 14",Mike Huckabee,1,113.00,0.0014,2016,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 14",John R. Kasich,1,2499.00,0.0316,2016,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 14",Rand Paul,1,295.00,0.0037,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 14",Marco Rubio,1,11031.00,0.1396,2016,12,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 14",Rick Santorum,1,36.00,0.0005,2016,10,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 14",Donald J. Trump,1,23464.00,0.2969,2016,37,37,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"President, Congressional District 14",Uncommitted,1,759.00,0.0096,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 15",Jeb Bush,1,461.00,0.0132,2016,348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 15",Ben Carson,1,1385.00,0.0397,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 15",Chris Christie,1,57.00,0.0016,2016,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 15",Ted Cruz,1,15195.00,0.4361,2016,14,14,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 15",Carly Fiorina,1,42.00,0.0012,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 15",Lindsey Graham,1,16.00,0.0005,2016,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 15",Elizabeth Gray,1,24.00,0.0007,2016,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 15",Mike Huckabee,1,41.00,0.0012,2016,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 15",John R. Kasich,1,809.00,0.0232,2016,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 15",Rand Paul,1,114.00,0.0033,2016,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 15",Marco Rubio,1,6297.00,0.1807,2016,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 15",Rick Santorum,1,12.00,0.0003,2016,11,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 15",Donald J. Trump,1,10059.00,0.2887,2016,71,71,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"President, Congressional District 15",Uncommitted,1,332.00,0.0095,2016,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 16",Jeb Bush,1,348.00,0.0126,2016,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 16",Ben Carson,1,1205.00,0.0438,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 16",Chris Christie,1,22.00,0.0008,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 16",Ted Cruz,1,10408.00,0.378,2016,52,52,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 16",Carly Fiorina,1,43.00,0.0016,2016,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 16",Lindsey Graham,1,14.00,0.0005,2016,251,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 16",Elizabeth Gray,1,41.00,0.0015,2016,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 16",Mike Huckabee,1,35.00,0.0013,2016,764,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 16",John R. Kasich,1,1053.00,0.0382,2016,112,112,0,0,3,3,0,0,3,3,3,0,3,0,0,3,3,0,3,3,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 16",Rand Paul,1,87.00,0.0032,2016,297,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 16",Marco Rubio,1,7074.00,0.2569,2016,167,167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 16",Rick Santorum,1,20.00,0.0007,2016,39,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 16",Donald J. Trump,1,7016.00,0.2548,2016,41,41,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"President, Congressional District 16",Uncommitted,1,169.00,0.0061,2016,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 17",Jeb Bush,1,1351.00,0.015,2016,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 17",Ben Carson,1,4656.00,0.0517,2016,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 17",Chris Christie,1,117.00,0.0013,2016,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 17",Ted Cruz,1,41195.00,0.4571,2016,30,30,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 17",Carly Fiorina,1,118.00,0.0013,2016,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 17",Lindsey Graham,1,46.00,0.0005,2016,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 17",Elizabeth Gray,1,102.00,0.0011,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 17",Mike Huckabee,1,236.00,0.0026,2016,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 17",John R. Kasich,1,4340.00,0.0482,2016,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 17",Rand Paul,1,320.00,0.0036,2016,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 17",Marco Rubio,1,13990.00,0.1552,2016,16,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 17",Rick Santorum,1,37.00,0.0004,2016,63,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 17",Donald J. Trump,1,22537.00,0.2501,2016,9,9,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"President, Congressional District 17",Uncommitted,1,1071.00,0.0119,2016,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 18",Jeb Bush,1,285.00,0.012,2016,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 18",Ben Carson,1,682.00,0.0288,2016,173,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 18",Chris Christie,1,18.00,0.0008,2016,577,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 18",Ted Cruz,1,10118.00,0.4266,2016,11,11,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 18",Carly Fiorina,1,34.00,0.0014,2016,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 18",Lindsey Graham,1,14.00,0.0006,2016,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 18",Elizabeth Gray,1,9.00,0.0004,2016,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 18",Mike Huckabee,1,32.00,0.0013,2016,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 18",John R. Kasich,1,1351.00,0.057,2016,22,22,0,0,3,3,0,0,3,3,3,0,3,0,0,3,3,0,3,3,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 18",Rand Paul,1,62.00,0.0026,2016,766,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 18",Marco Rubio,1,5041.00,0.2126,2016,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 18",Rick Santorum,1,11.00,0.0005,2016,10,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 18",Donald J. Trump,1,5848.00,0.2466,2016,199,199,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"President, Congressional District 18",Uncommitted,1,210.00,0.0089,2016,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 19",Jeb Bush,1,1941.00,0.0174,2016,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 19",Ben Carson,1,7050.00,0.0632,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 19",Chris Christie,1,214.00,0.0019,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 19",Ted Cruz,1,51950.00,0.4659,2016,10,10,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 19",Carly Fiorina,1,146.00,0.0013,2016,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 19",Lindsey Graham,1,85.00,0.0008,2016,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 19",Elizabeth Gray,1,109.00,0.001,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 19",Mike Huckabee,1,400.00,0.0036,2016,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 19",John R. Kasich,1,3403.00,0.0305,2016,10,10,0,0,3,3,0,0,3,3,3,0,3,0,0,3,3,0,3,3,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 19",Rand Paul,1,265.00,0.0024,2016,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 19",Marco Rubio,1,17306.00,0.1552,2016,25,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
