RACE,NAME,"PARTY (1=REP, 2=DEM)",VOTES,PERCENT,YEAR,Precincts,PrecinctsReporting,Alabama Ranking,Alaska Caucus Ranking,Arizona Ranking,Arkansas Ranking,Colorado Ranking,District of Columbia Ranking,Florida Ranking,Georgia Ranking,Hawaii Ranking,Idaho Ranking,Illinois Ranking,Lowa Ranking,Kansas Ranking,Kentury Ranking,Louisiana Ranking,Maine Ranking,Massachusetts Ranking,Michigan Ranking,Minnesota Ranking,Mississipi Ranking,Missouri Ranking,Nebraska Ranking,Nevada Ranking,New Hampshire Ranking,New York Ranking,North Carolina Ranking,Ohio Ranking,Oklahoma Ranking,South Carolina Ranking,Tennesse Ranking,Texas Ranking,Utah Ranking,Vermont Ranking,Virginia Ranking,Washington Ranking,Wisconsin Ranking,Wyoming Ranking
"President, Congressional District 19",Rick Santorum,1,177.00,0.0016,2016,348,348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 19",Donald J. Trump,1,26650.00,0.239,2016,8,8,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"President, Congressional District 19",Uncommitted,1,1797.00,0.0161,2016,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 20",Jeb Bush,1,543.00,0.014,2016,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 20",Ben Carson,1,1554.00,0.0402,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 20",Chris Christie,1,50.00,0.0013,2016,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 20",Ted Cruz,1,16559.00,0.4281,2016,104,104,0,1,2,2,0,0,2,2,2,1,2,1,1,2,2,1,2,2,0,2,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 20",Carly Fiorina,1,42.00,0.0011,2016,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 20",Lindsey Graham,1,25.00,0.0006,2016,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 20",Elizabeth Gray,1,9.00,0.0002,2016,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 20",Mike Huckabee,1,52.00,0.0013,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 20",John R. Kasich,1,1498.00,0.0387,2016,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 20",Rand Paul,1,144.00,0.0037,2016,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 20",Marco Rubio,1,8742.00,0.226,2016,33,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 20",Rick Santorum,1,15.00,0.0004,2016,127,127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 20",Donald J. Trump,1,9305.00,0.2406,2016,30,30,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"President, Congressional District 20",Uncommitted,1,138.00,0.0036,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 21",Jeb Bush,1,2273.00,0.0179,2016,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 21",Ben Carson,1,4889.00,0.0385,2016,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 21",Chris Christie,1,192.00,0.0015,2016,251,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 21",Ted Cruz,1,49519.00,0.3901,2016,83,83,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 21",Carly Fiorina,1,190.00,0.0015,2016,764,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 21",Lindsey Graham,1,227.00,0.0018,2016,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 21",Elizabeth Gray,1,39.00,0.0003,2016,297,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 21",Mike Huckabee,1,223.00,0.0018,2016,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 21",John R. Kasich,1,7063.00,0.0556,2016,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 21",Rand Paul,1,512.00,0.004,2016,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 21",Marco Rubio,1,28015.00,0.2207,2016,99,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 21",Rick Santorum,1,42.00,0.0003,2016,80,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 21",Donald J. Trump,1,32351.00,0.2549,2016,46,46,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"President, Congressional District 21",Uncommitted,1,1401.00,0.011,2016,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 22",Jeb Bush,1,838.00,0.0093,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 22",Ben Carson,1,2724.00,0.0301,2016,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 22",Chris Christie,1,67.00,0.0007,2016,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 22",Ted Cruz,1,43021.00,0.4753,2016,8,8,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 22",Carly Fiorina,1,76.00,0.0008,2016,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 22",Lindsey Graham,1,25.00,0.0003,2016,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 22",Elizabeth Gray,1,28.00,0.0003,2016,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 22",Mike Huckabee,1,92.00,0.001,2016,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 22",John R. Kasich,1,4009.00,0.0443,2016,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 22",Rand Paul,1,241.00,0.0027,2016,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 22",Marco Rubio,1,16719.00,0.1847,2016,44,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 22",Rick Santorum,1,29.00,0.0003,2016,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 22",Donald J. Trump,1,22047.00,0.2436,2016,173,173,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"President, Congressional District 22",Uncommitted,1,602.00,0.0067,2016,577,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 23",Jeb Bush,1,852.00,0.0154,2016,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 23",Ben Carson,1,2272.00,0.041,2016,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 23",Chris Christie,1,50.00,0.0009,2016,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 23",Ted Cruz,1,23837.00,0.4301,2016,47,47,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 23",Carly Fiorina,1,52.00,0.0009,2016,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 23",Lindsey Graham,1,27.00,0.0005,2016,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 23",Elizabeth Gray,1,52.00,0.0009,2016,766,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 23",Mike Huckabee,1,125.00,0.0023,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 23",John R. Kasich,1,1786.00,0.0322,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 23",Rand Paul,1,131.00,0.0024,2016,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 23",Marco Rubio,1,10889.00,0.1965,2016,79,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 23",Rick Santorum,1,30.00,0.0005,2016,23,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 23",Donald J. Trump,1,14814.00,0.2673,2016,8,8,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"President, Congressional District 23",Uncommitted,1,501.00,0.009,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 24",Jeb Bush,1,1098.00,0.0118,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 24",Ben Carson,1,3424.00,0.0369,2016,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 24",Chris Christie,1,85.00,0.0009,2016,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 24",Ted Cruz,1,34005.00,0.3666,2016,8,8,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 24",Carly Fiorina,1,113.00,0.0012,2016,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 24",Lindsey Graham,1,28.00,0.0003,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 24",Elizabeth Gray,1,27.00,0.0003,2016,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 24",Mike Huckabee,1,149.00,0.0016,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 24",John R. Kasich,1,6491.00,0.07,2016,348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 24",Rand Paul,1,242.00,0.0026,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 24",Marco Rubio,1,22453.00,0.2421,2016,37,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 24",Rick Santorum,1,41.00,0.0004,2016,14,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 24",Donald J. Trump,1,23994.00,0.2587,2016,15,15,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"President, Congressional District 24",Uncommitted,1,607.00,0.0065,2016,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 25",Jeb Bush,1,1487.00,0.0133,2016,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 25",Ben Carson,1,4990.00,0.0445,2016,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 25",Chris Christie,1,169.00,0.0015,2016,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 25",Ted Cruz,1,45259.00,0.4035,2016,13,13,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 25",Carly Fiorina,1,139.00,0.0012,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 25",Lindsey Graham,1,30.00,0.0003,2016,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 25",Elizabeth Gray,1,51.00,0.0005,2016,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 25",Mike Huckabee,1,210.00,0.0019,2016,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 25",John R. Kasich,1,5318.00,0.0474,2016,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 25",Rand Paul,1,408.00,0.0036,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 25",Marco Rubio,1,20619.00,0.1838,2016,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 25",Rick Santorum,1,54.00,0.0005,2016,52,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 25",Donald J. Trump,1,31858.00,0.284,2016,11,11,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"President, Congressional District 25",Uncommitted,1,1572.00,0.014,2016,251,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 26",Jeb Bush,1,1082.00,0.01,2016,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 26",Ben Carson,1,4650.00,0.0428,2016,764,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 26",Chris Christie,1,106.00,0.001,2016,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 26",Ted Cruz,1,45678.00,0.4207,2016,297,297,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"President, Congressional District 26",Carly Fiorina,1,95.00,0.0009,2016,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 26",Lindsey Graham,1,20.00,0.0002,2016,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 26",Elizabeth Gray,1,24.00,0.0002,2016,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 26",Mike Huckabee,1,153.00,0.0014,2016,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 26",John R. Kasich,1,4911.00,0.0452,2016,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 26",Rand Paul,1,304.00,0.0028,2016,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Congressional District 26",Marco Rubio,1,23115.00,0.2129,2016,64,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
