RACE,NAME,"PARTY (1=REP, 2=DEM)",VOTES,PERCENT,YEAR,Precincts,PrecinctsReporting,Alabama Ranking,Alaska Caucus Ranking,Arizona Ranking,Arkansas Ranking,Colorado Ranking,District of Columbia Ranking,Florida Ranking,Georgia Ranking,Hawaii Ranking,Idaho Ranking,Illinois Ranking,Lowa Ranking,Kansas Ranking,Kentury Ranking,Louisiana Ranking,Maine Ranking,Massachusetts Ranking,Michigan Ranking,Minnesota Ranking,Mississipi Ranking,Missouri Ranking,Nebraska Ranking,Nevada Ranking,New Hampshire Ranking,New York Ranking,North Carolina Ranking,Ohio Ranking,Oklahoma Ranking,South Carolina Ranking,Tennesse Ranking,Texas Ranking,Utah Ranking,Vermont Ranking,Virginia Ranking,Washington Ranking,Wisconsin Ranking,Wyoming Ranking
"President, Senatorial District 19",Calvis L. Hawes,2,164.00,0.0028,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 19",Keith Judd,2,291.00,0.005,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 19",Star Locke,2,202.00,0.0035,2016,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 19",Martin J. O'Malley,2,463.00,0.008,2016,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 19",Bernie Sanders,2,16111.00,0.277,2016,8,8,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
"President, Senatorial District 19",Willie L. Wilson,2,357.00,0.0061,2016,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 20",Hillary Clinton,2,42572.00,0.694,2016,10,10,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
"President, Senatorial District 20","Roque ""Rocky"" De La Fuente",2,1067.00,0.0174,2016,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 20",Calvis L. Hawes,2,172.00,0.0028,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 20",Keith Judd,2,143.00,0.0023,2016,348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 20",Star Locke,2,130.00,0.0021,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 20",Martin J. O'Malley,2,351.00,0.0057,2016,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 20",Bernie Sanders,2,16709.00,0.2724,2016,14,14,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
"President, Senatorial District 20",Willie L. Wilson,2,198.00,0.0032,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 21",Hillary Clinton,2,48558.00,0.6496,2016,5,5,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
"President, Senatorial District 21","Roque ""Rocky"" De La Fuente",2,1418.00,0.019,2016,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 21",Calvis L. Hawes,2,155.00,0.0021,2016,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 21",Keith Judd,2,209.00,0.0028,2016,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 21",Star Locke,2,134.00,0.0018,2016,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 21",Martin J. O'Malley,2,422.00,0.0056,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 21",Bernie Sanders,2,23449.00,0.3137,2016,11,11,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
"President, Senatorial District 21",Willie L. Wilson,2,402.00,0.0054,2016,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 22",Hillary Clinton,2,20212.00,0.6768,2016,33,33,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
"President, Senatorial District 22","Roque ""Rocky"" De La Fuente",2,58.00,0.0019,2016,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 22",Calvis L. Hawes,2,31.00,0.001,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 22",Keith Judd,2,65.00,0.0022,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 22",Star Locke,2,35.00,0.0012,2016,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 22",Martin J. O'Malley,2,97.00,0.0032,2016,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 22",Bernie Sanders,2,9299.00,0.3114,2016,251,251,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
"President, Senatorial District 22",Willie L. Wilson,2,66.00,0.0022,2016,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 23",Hillary Clinton,2,58847.00,0.7879,2016,764,764,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
"President, Senatorial District 23","Roque ""Rocky"" De La Fuente",2,132.00,0.0018,2016,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 23",Calvis L. Hawes,2,34.00,0.0005,2016,297,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 23",Keith Judd,2,49.00,0.0007,2016,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 23",Star Locke,2,51.00,0.0007,2016,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 23",Martin J. O'Malley,2,235.00,0.0031,2016,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 23",Bernie Sanders,2,15185.00,0.2033,2016,99,99,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
"President, Senatorial District 23",Willie L. Wilson,2,159.00,0.0021,2016,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 24",Hillary Clinton,2,17027.00,0.6217,2016,46,46,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
"President, Senatorial District 24","Roque ""Rocky"" De La Fuente",2,62.00,0.0023,2016,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 24",Calvis L. Hawes,2,27.00,0.001,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 24",Keith Judd,2,48.00,0.0018,2016,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 24",Star Locke,2,24.00,0.0009,2016,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 24",Martin J. O'Malley,2,113.00,0.0041,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 24",Bernie Sanders,2,10038.00,0.3665,2016,127,127,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
"President, Senatorial District 24",Willie L. Wilson,2,48.00,0.0018,2016,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 25",Hillary Clinton,2,34279.00,0.5801,2016,21,21,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
"President, Senatorial District 25","Roque ""Rocky"" De La Fuente",2,123.00,0.0021,2016,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 25",Calvis L. Hawes,2,36.00,0.0006,2016,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 25",Keith Judd,2,35.00,0.0006,2016,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 25",Star Locke,2,42.00,0.0007,2016,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 25",Martin J. O'Malley,2,118.00,0.002,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 25",Bernie Sanders,2,24415.00,0.4132,2016,173,173,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
"President, Senatorial District 25",Willie L. Wilson,2,44.00,0.0007,2016,577,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 26",Hillary Clinton,2,38554.00,0.6699,2016,11,11,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
"President, Senatorial District 26","Roque ""Rocky"" De La Fuente",2,332.00,0.0058,2016,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 26",Calvis L. Hawes,2,41.00,0.0007,2016,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 26",Keith Judd,2,62.00,0.0011,2016,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 26",Star Locke,2,20.00,0.0003,2016,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 26",Martin J. O'Malley,2,187.00,0.0032,2016,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 26",Bernie Sanders,2,18319.00,0.3183,2016,766,766,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
"President, Senatorial District 26",Willie L. Wilson,2,40.00,0.0007,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 27",Hillary Clinton,2,43762.00,0.6945,2016,10,10,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
"President, Senatorial District 27","Roque ""Rocky"" De La Fuente",2,1416.00,0.0225,2016,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 27",Calvis L. Hawes,2,195.00,0.0031,2016,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 27",Keith Judd,2,196.00,0.0031,2016,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 27",Star Locke,2,136.00,0.0022,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 27",Martin J. O'Malley,2,419.00,0.0066,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 27",Bernie Sanders,2,16674.00,0.2646,2016,10,10,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
"President, Senatorial District 28",Hillary Clinton,2,12164.00,0.5782,2016,13,13,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
"President, Senatorial District 28","Roque ""Rocky"" De La Fuente",2,217.00,0.0103,2016,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 28",Calvis L. Hawes,2,56.00,0.0027,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 28",Keith Judd,2,120.00,0.0057,2016,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 28",Star Locke,2,76.00,0.0036,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 28",Martin J. O'Malley,2,167.00,0.0079,2016,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 28",Bernie Sanders,2,8128.00,0.3864,2016,25,25,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
"President, Senatorial District 28",Willie L. Wilson,2,108.00,0.0051,2016,348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 29","Roque ""Rocky"" De La Fuente",2,534.00,0.0093,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 29",Calvis L. Hawes,2,139.00,0.0024,2016,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 29",Keith Judd,2,278.00,0.0049,2016,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 29",Star Locke,2,86.00,0.0015,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 29",Martin J. O'Malley,2,372.00,0.0065,2016,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 29",Bernie Sanders,2,18070.00,0.3159,2016,104,104,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
"President, Senatorial District 29",Willie L. Wilson,2,209.00,0.0037,2016,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 30",Hillary Clinton,2,13320.00,0.4935,2016,132,132,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
"President, Senatorial District 30","Roque ""Rocky"" De La Fuente",2,56.00,0.0021,2016,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 30",Calvis L. Hawes,2,21.00,0.0008,2016,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 30",Keith Judd,2,59.00,0.0022,2016,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 30",Star Locke,2,25.00,0.0009,2016,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 30",Martin J. O'Malley,2,103.00,0.0038,2016,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 30",Bernie Sanders,2,13349.00,0.4946,2016,127,127,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
"President, Senatorial District 30",Willie L. Wilson,2,56.00,0.0021,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 31",Hillary Clinton,2,8559.00,0.5932,2016,15,15,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
"President, Senatorial District 31","Roque ""Rocky"" De La Fuente",2,125.00,0.0087,2016,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 31",Calvis L. Hawes,2,18.00,0.0012,2016,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 31",Keith Judd,2,60.00,0.0042,2016,251,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 31",Star Locke,2,26.00,0.0018,2016,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 31",Martin J. O'Malley,2,84.00,0.0058,2016,764,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"President, Senatorial District 31",Bernie Sanders,2,5509.00,0.3818,2016,112,112,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
